text,subject,body,label
"Your Flight Itinerary for Next Week Hi team, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Please bring your project updates.",Your Flight Itinerary for Next Week,"Hi team, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Please bring your project updates.",0
"Unusual Login Attempt on Your Bank Account URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://update-account-now.xyz/login.php.",Unusual Login Attempt on Your Bank Account,"URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://update-account-now.xyz/login.php.",1
Unusual Login Attempt on Your Bank Account We were unable to process your recent payment. Please update your billing details urgently at http://amaz0n-billing-support.com/confirm to avoid service interruption.,Unusual Login Attempt on Your Bank Account,We were unable to process your recent payment. Please update your billing details urgently at http://amaz0n-billing-support.com/confirm to avoid service interruption.,1
Your Netflix Subscription Payment Was Declined You have 1 unclaimed reward waiting. Verify your identity at http://netfl1x-billing.com/payment to receive your gift card before it expires tonight.,Your Netflix Subscription Payment Was Declined,You have 1 unclaimed reward waiting. Verify your identity at http://netfl1x-billing.com/payment to receive your gift card before it expires tonight.,1
Your Flight Itinerary for Next Week Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,Your Flight Itinerary for Next Week,Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,0
"Immediate Action Needed: Verify Your Email Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://irs-refund-claim.net/form",Immediate Action Needed: Verify Your Email,"Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://irs-refund-claim.net/form",1
"Lunch Plans This Week? Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",Lunch Plans This Week?,"Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",0
Notes from Today's Standup Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,Notes from Today's Standup,Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,0
Your Monthly Statement Is Ready Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,Your Monthly Statement Is Ready,Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,0
Updated Company Holiday Schedule Please find attached invoice #6091 for services rendered in August. Payment is due within 30 days per our standard terms.,Updated Company Holiday Schedule,Please find attached invoice #6091 for services rendered in August. Payment is due within 30 days per our standard terms.,0
Welcome to Our Community! Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,Welcome to Our Community!,Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,0
Your Subscription Renewal Confirmation Your monthly account statement for 6280 is now available in your dashboard. Let us know if you have any questions about the charges.,Your Subscription Renewal Confirmation,Your monthly account statement for 6280 is now available in your dashboard. Let us know if you have any questions about the charges.,0
Final Notice: Your Package Could Not Be Delivered This is your final notice. Failure to verify your account at http://bankofamerica-alert.co/secure within 24 hours will result in permanent suspension.,Final Notice: Your Package Could Not Be Delivered,This is your final notice. Failure to verify your account at http://bankofamerica-alert.co/secure within 24 hours will result in permanent suspension.,1
Conference Registration Confirmation Your monthly account statement for 5583 is now available in your dashboard. Let us know if you have any questions about the charges.,Conference Registration Confirmation,Your monthly account statement for 5583 is now available in your dashboard. Let us know if you have any questions about the charges.,0
